name,suburb,category,description,address,lng,lat,value,vouchers
Kmotion Dance Studio,Canberra,Things to do,"Kmotion Dance Studio is one of Canberra's longest running Latin Dance studios, and offers private and group lessons in a wide range of styles such as Salsa, Tango, Zouk & more!
They run friendly, inclusive socials in various styles, and are specialists in preparing couples for their Bridal dance.","First floor, 54 Northbourne Ave",149.1295931,-35.2787271,990,23
Knead Patisserie,Belconnen,Food and drinks,"Knead Patisserie is an artisan bakery specialising in handcrafted breads, sweet and savoury pastry and speciality cakes and coffee.",Shop 18 Belconnen fresh food markets Lathlain Street,149.0653649,-35.2458415,530,41
Knuckles German Restaurant,Narrabundah,Food and drinks,"Home of the Famous Pork Knuckle!
Leaders in the region for traditional Bavarian Meals. Quality food and fully imported German Bier, Functions Available!",49 Jerrabomberra Avenue,149.1516758,-35.339023,290,9
Kokomo's,Canberra,Food and drinks,,"1 Genge St, Canberra ACT 2601",149.1319645,-35.27727277,350,11
Koku Super Kare,Belconnen,Food and drinks,A traditional Japanese-style curry house who specialises in Japanese curry rice with a variety of toppings,Benjamin Way,149.0676271,-35.2423054,720,38
Kopiku,O'Connor,Food and drinks,"Indonesian’s cafe in the lovely suburb of O’connor offered range of sweets/cakes, Australian’s modern breakfast, and lunch, Indonesian’s food, lovely coffee. Come in and try our monthly special and some Indonesian’s desserts. Warm atmosphere and friendly services :)",1/5 sargood st,149.1223817,-35.2640227,440,21
Korner Tapri,Gungahlin,Food and drinks,"We’re passionate about providing delicious and high-quality food, our priority is to satisfy all of our customer's needs. We offer a variety of excellent food, prepared with the freshest and finest ingredients, to the highest standard.","Shop 8, Gungahlin Marketplace, 30 Hibberson Street",149.1347762,-35.1846599,2240,85
Kwik Kopy Phillip,Phillip,Retail,"We are graphic design and print professionals. Taking your project from concept to final production. We produce various products such as corporate stationery, signage, merchandise, branded apparel, websites etc.
Our qualified graphic designers and print professionals can assist with all your needs.",2/10 Townshend Street,149.0876226,-35.3514764,50,1
La Baguette by R&M,Acton,Food and drinks,"A little French bakery & café hidden away in the ANU School of Art & Design. Absolutely everything is made on site from scratch! Pastries, tarts, bread, croque monsieurs & a different plat du jour every day. You will find good, simple French & Mediterranean food here made using traditional methods.","Building 105 Ellery Cres, ANU School of Art and Design",149.1222399,-35.2808366,180,12
La Beaute Hair Salon,Phillip,Personal care,"Our Team of stylists are dedicated to offering quality of service and maintaining the integrity of your hair. We take pride in listening to you and designing your hair and look accordingly. We offer precise, customized cutting, finishing and color applications designed to complement you.",Shop45 Westfield Woden,149.0860576,-35.3463199,200,4
La Beaute Hair Salon / Barberology,Phillip,Personal care,"Our Team of stylists are dedicated to offering quality of service and maintaining the integrity of your hair. We take pride in listening to you and designing your hair and look accordingly. We offer precise, customized cutting, finishing and color applications designed to complement you.",Shop45 Keltie st,149.0851433,-35.3452449,300,9
La Casetta Pizzeria,Scullin,Food and drinks,"Welcome to La Casetta Pizzeria, Canberra’s newest pizza restaurant at Shop 5, 9 Scullin Place, Scullin.
We are family owned and operated, providing traditional Italian pizza for your next function or family occasion.",5/9 Scullin place,149.0404005,-35.2338017,90,5
La Empanada,Gungahlin,Food and drinks,"South American Empanadas made in Canberra since 2016. Plenty of flavours to choose from, including Vegan options. Want something else? We offer all day brekkie and traditional desserts from South America such as Alfajores, Tres Leches, Mil Hojas and more!",109 Hibberson Street,149.1353278,-35.1853507,530,21
La Piazza Cafe / Restaurant,Wanniassa,Food and drinks,"Enjoy a mix of traditional and modern Italian cuisine in a friendly, warm and welcoming environment. Open for lunch Thu and Fri and Dinner Mon to Sun (Dine In, Take Away and Home Delivery).","Unit 3, 33 Gartside Street",149.1004089,-35.405273,170,4
Lahori Gate Canberra,Weetangera,Food and drinks,Welcome,1/4 Weetangera Place,149.0490246,-35.2490477,40,2
Landspeed Records,Canberra,Retail,Established in 1994 Landspeed Records is Canberra's longest running independent record store.,30 Garema Place,149.1324156,-35.2784521,6190,152
Lanzhou Beef Noodle,Canberra,Food and drinks,"Lanzhou beef noodle has a history of about 200 years. Together with hand-pulled noodle, clear soup and herbs, quality shaved local beef, cilantro and scallion, and deep red chili oil, Lanzhou beef noodle is known as ‘The best noodle in China’ and has been accepted by gastronomes across the world.","Unit 1, 28 University Ave",149.1257216,-35.2798376,3910,122
Latin Dance Canberra,Canberra,Retail,"Learn to Latin dance - Salsa, Bachata, Cha Cha, Zouk, Samba at the biggest Latin dance school in Canberra right in the centre of Canberra.","11/Level 2 (above King O'Malley's), 131 City Walk, ACT 2601",149.1310694,-35.2784171,1580,39
Latorta,Canberra Airport,Retail,"Latorta is Canberra’s mecca of cake decorating, baking and chocolate supplies. Discover and experience our handpicked selection of ingredients & equipment that are designed to inspire you to create edible works of art. Learn from our expert team of bakers or join one of our cake decorating classes.","Shop 17 Majura Park S/Centre, 18 Spitfire Avenue",149.1903758,-35.3001906,5520,153
Launch Pad Pty Ltd,Forde,Things to do,"Coding & Robotics for Kids and Teens
Our coding and robotics programs are delivered in a fun, engaging and educational manner where students explore, build and create age appropriate programs. Classes are offered after school, on weekends and during school holidays.","5, Ridding Street",149.144655,-35.1780739,200,4
Let's Be Natural,Mawson,Food and drinks,"Offering a diverse range of healthy and eco-friendly products at great prices. Enjoy our extensive range of bulk/unpackaged items. Bring Your Own Containers for whole foods and cleaning products. Indulge with gentle low toxin skincare, cosmetics, personal items and low impact eco living options.","Shop 2, 77 Mawson Place",149.0941587,-35.3656945,5780,160
Lewrap Tuggeranong,Greenway,Food and drinks,"Home of Gourmet wraps, salads, nachos, Turkish bread and salads",shop 09 level 1 south point mall greenway,149.0665317,-35.4167822,90,5
Lighthouse Pub,Belconnen,Food and drinks,"Established for over 30 years, the Lighthouse is your local pub on the shores of Lake Ginninderra. Terrific range of tap beers, extensive menu and great atmosphere, it is hard to go past the Lighthouse. To book please visit our website lighthousepub.com.au or call 6253 0390",Unit 1 / Emu Bank,149.0748244,-35.2398237,430,23
Lilly Cooper,Manuka,Retail,"Lilly Cooper offers a wide range of unique, quirky and desirable homewares, cards, books, jewellery, fashion accessories and garden wear. Located in the heart of Manuka.","Shop 11, Stye Arcade, 14-16 Franklin Street",149.1329536,-35.3205004,2230,60
lilotang,Barton,Food and drinks,"Lilotang brings a unique style of authentic Japanese cuisine to Canberra. Inspired by traditional minimalism and the eclectic visuals of urban Japan, Our Interior achieves drama and subtlety in equal parts for a new sensory experience.
Come and rediscover some old & new favourites.",1 Burbury close,149.1340503,-35.311811,1470,36
Limelight Cinemas,Greenway,Things to do,"Refurbished, Reseated and Reimagined. From luxury recliners to comfy glide seats; From casual burgers, pizzas and popcorn to full menu service to your seat. From the latest Blockbusters to live performance and interactive Triva - No Cinema in Canberra does better value or variety.",Shop M506 South.Point Anketell St,149.0665317,-35.4167822,4680,135
Lion City,Franklin,Food and drinks,"The street foods of Singapore are legendary. The cuisine is an ethnic blend of Chinese, Malay, India, Western and Peranakan. Lion City (opposite Mapleton Av Tram Stop, Franklin) brings you closer to the food heaven in Singapore, serving you mouse watering, comfort hawker foods.",87/275 Flemington road,149.1504567,-35.1930852,2430,99
Lis Dumpling Inn,Wanniassa,Food and drinks,Chinese cuisine specialize in dumplings and noodles.,1/33 Gartside Street,149.1004089,-35.405273,280,10
Lisa Cahill | Atelier 818,Fyshwick,Retail,,"8/18 Whyalla St, Fyshwick ACT 2609",149.176288,-35.33293429,350,7
Lisa Chinese Restaurant,Chisholm,Food and drinks,"Local Chinese Restaurant that had been in Chisholm for 28+ years. Providing Takeaway, delivery and Restaurant services. Providing delicious food and a family friendly experience.",49/42 Halley St,149.1282207,-35.4140008,1620,48
Little Oink,Cook,Food and drinks,"Little Oink is a friendly local cafe in Cook Belconnen, serving amazing coffee and awesome food. We've a part of the local community since 2014 and hope to be around for a long time to come.",22 Cook Place,149.0635185,-35.2591111,240,17
little sandpiper,Belconnen,Things to do,Kids Playcentre|Kids Party|Kids Cafe| Exclusive Venue Hire|Electronic Games|Workshop. Little Sandpiper is Canberra’s newest indoor-play center. The play center’s unique design has incorporated a distinctly local twist replicating some of the most beautiful parts of Canberra.,"MM3 Westfield Belconnen, 18 Benjamin Way, Belconnen ACT 2617",149.0650422,-35.2380765,3840,99
Little Sprout,Phillip,Retail,"Read. Play. Learn.
Little Sprout is Canberra's local toy shop for quality gifts, educational games and beautiful books. Our friendly and knowledgeable staff will help you choose the perfect toy and our online toy-store delivers Australia-wide with affordable, fast shipping.",3/47 Colbee Court,149.0894252,-35.3523496,9780,225
Little steamer,City,Food and drinks,"Best Authentic Beijing Roast Duck in Canberra
Beijing Roast Duck in red-date colour and unique flavour, Crispy skin and tender texture, Take one of the pancake provided and spread it with Hoisin Sauce, sliced spring onion and cucumber, add some sliced duck, roll up the pancake and take a bit
",G06/39 London circuit,149.1268246,-35.2793791,1730,53
littlewujianbing,Dickson,Food and drinks,"we serve Chinese style crepes, called jianbing. Making fresh by order, classic jianbing include batter, egg, shallots, black sesame seed, signature jianbing sauce, and deep fried crispy wonton pastry. On top of the classic we have Pork belly, beef shank, duck and etc..",G4/8 cape street,149.1375122,-35.2516175,640,39
Local Press Wholefoods,Kingston,Food and drinks,"At Local Press Wholefoods, our core value is to promote a healthy & sustainable lifestyle. We want to inspire you to eat well while doing what’s best for the planet.
Serving specialty coffee & delicious hearty food, we are open 7 days a week. We also have an amazing range of bulk foods & treats.",Shop 74/ 71 Giles Street,149.1456508,-35.3129702,110,5
Lokma Turkish Cuisine Pty Ltd,Casey,Food and drinks,Our team brings years of experience to help make Lokma Turkish Cuisine Canberra's favorite Turkish Takeaway.,"Shop 2A, 15 Kingsland Parade",149.0953865,-35.1743655,1990,95
Lollipop's Playland and Cafe Canberra,Canberra Airport,Things to do,"Lollipops Playland is the coolest place in Canberra to host a children's party! Boasting natural light, barista made coffee, unlimited free teacup rides, brand new toddler play area and newly renovated facilities, Lollipop's is the best private events and best kids birthday party venue.","Shop 95, Majura Park Shopping Center, 18 Spitfire Way",149.1903758,-35.3001906,500,13
Lollypotz,Fyshwick,Retail,"Lollypotz delivers beautiful fun and creative chocolate bouquets using only the best quality Ferrero Rocher, Lindt and Cadbury Chocolates, as well as fine wine and champagne with over 170 bouquets to choose or your can design your own! Phone Lollypotz to place your pre order on 0475605862",6/66 Maryborough Street,149.1746474,-35.3251537,20,1
Lonsdale St Cyclery,Braddon,Retail,"As one of Canberra’s oldest bike stores, we know a thing or two about bikes.

Whether you are a hardcore rider, a weekend warrior, commuting into work, or hitting up the sidewalks with your family, we are here to make sure you get the best out of your cycling experience.",9/7 Lonsdale St Cyclery,149.1323206,-35.2750152,2340,55
Looking for Gamers (LFG) Australia,Kambah,Retail,"LFG is a board games and puzzles store that has a massive games library, sells the latest and hottest games and conducts in store events.","Shop 3/3 Primmer Court, Kambah",149.0578943,-35.3806121,1490,31
LOST RIVER MEAT,Dickson,Food and drinks,Lost River Meats’s wholesales and retails premium quality meat.,unit 1 5 badham st,149.1374279,-35.2505604,12920,371
Lotus Skin and Beauty,Kambah,Personal care,"Lotus Skin and Beauty prides itself on providing each of our clients with a personal and professional service in a friendly and caring atmosphere.
We offer Advanced Facials for all skin types and concerns, full body waxing, Medical grade foot peels, Brow sculpting, Tinting and many more services ..",2/3 Carlton street,149.0501729,-35.3831687,650,13
Love Food Catering,Fyshwick,Food and drinks,Best Vietnamese salad in town. Must try!!!,Stall 16 - (Niche Markets) 36 Mildura Street,149.1562665,-35.3237154,60,2
Loveofballoon,Gungahlin,Retail,"The flashlight flower balloons last for few weeks to few months, it’s a perfect gift for this Father’s Day. Order now and pick up later when you need it.",79/1 Anthony Rolfe Avenue,149.1299195,-35.181994,190,7
Luminous Hair Salon,Belconnen,Retail,"Luminous Hair Salon is a family-owned business that offers a professional, warm and friendly atmosphere. We're passionate about offering top-quality and personalized hairdressing services. Specialized in Cuts, Color Corrections, Foils, Chemical Straightening and Keratin Smoothening Therapy.",31 Nettlefold Street,149.0591833,-35.2413801,120,3
LUXE Tanning and Lash Studio (formally Luscious Glow),Evatt,Personal care,"Professional studio operating for over 7 years. Highly trained and regarded eyelash extension and spray tanning specialist in Canberra.
We specialise in providing sustainable eyelash extensions, both classic and Russian volume handmade techniques. Our studio is cruelty free and vegan. Bookings online at website.
",63 Ashkanasy Cres,149.0712884,-35.2094397,220,5
Lyons Friendly Grocer,Lyons,Retail,Local Grocery Store,Shop 1/ 13 Lyons Place,149.0766746,-35.3391283,1430,54
Lys Nails,Kingston,Things to do,"Taking care of people’s nails.
Waxing and tinting.
Creating fake nails.",1/1 Jardine St,149.1404342,-35.3134322,270,8
M&K Meats,Conder,Retail,"Premium Butcher Shop located in Conder ACT.

Open 7 days","Shop 3 Lanyon Marketplace, 4 Sidney Nolan Drive",149.0924747,-35.457682,1660,35
Magoo's Cafe and Bar,Kingston,Food and drinks,"A relaxing, positive vibe and friendly cafe/ bar with water views and beer garden. We offer a range of gluten free, vegetarian and vegan meals with a weekly specials board. Trivia Tuesdays @ 7pm, live music Fri, Sat and Sun. Beer, cocktails and children's menu. Weekend breakfast 10am - 12pm.",SHOP 6/2 TREVILLIAN QUAY,149.1460592,-35.311797,110,6
Majura Massage,Majura,Retail,"Enjoy our nice environment, high-quality massages and the best services here. Please just call 6257 8858 or book online: majuramassage.com.au",18-26 Spitfire Ave,149.1909118,-35.2992128,1690,35
Malatang Zhangliang,Canberra,Food and drinks,"Self pick and mix, express Hot Pot",40 Marcus Clarke St,149.1269143,-35.2784724,1690,106
Mamak lunch,Fyshwick,Food and drinks,Asian food include Malaysian foods,Shop 500/ 337 Canberra Ave,149.1786827,-35.3367379,390,19
Mani asian supermarket,Gungahlin,Food and drinks,"We sell various range of asian food and drinks, including seasoning, frozen dumplings, instant noodles and Japanese snacks. You can find everything you need here when cooking a eastern asian recipe.",100 gungahlin place,149.134343,-35.186077,29990,883
Masala hut Indian restaurant,Weston,Food and drinks,Masalahut Indian restaurant is family owned and run Indian restaurant in weston. We have been lucky enough to serve weston creek area for last 14 yrs. We have dine-in as well as take away/ delivery service. Please call us on 0262889563 for bookings or take away/ delivery order.,"15, brierly street",149.052408,-35.3420125,2110,69
Master Hin Dumplings,Belconnen,Food and drinks,"SPECIALTY DUMPLINGS, BIG TASTE",Shop 311 Westfield Belconnen,149.0650422,-35.2380765,70,5
Mayfair Espresso cafe,Canberra,Food and drinks,Drop by our cozy cafe to try our delicious pastries and coffee. We also offer outdoor seating and takeout. Open for lunch. Hope to see you soon!,40 Marcus Clarke Street,149.1269143,-35.2784724,2120,76
McDonald's Manuka,Griffith,Food and drinks,McDonald's Manuka,Unit 1 Flinders Way,149.1334712,-35.3203347,400,28
McGlades Jewellers,Canberra,Retail,,"182/200 City Walk, Canberra ACT 2601",149.1316862,-35.27900967,210,6
Meating room,Weston Creek,Food and drinks,"Casual dining cafe, bar and grill",45b liardet at Weston,149.0526406,-35.3397644,770,28
Mega Convenience Store,Dickson,Retail,"Mega Convenience Store was founded in June 2008 and has a 13-year history.
In order to be able to meet the needs of Canberra consumers, Mega Asian Supermarket, based on the dietary habits of Canberra consumers, introduced imported foods from countries outside",75 Woolley St,149.1371859,-35.2495471,29600,890
Mel Hill Photography,Harrison,Retail,"Mel Hill Photography is a local photography studio specialising in weddings, families, newborn & maternity, headshots, and we even have a few photo-booths! We also offer gift vouchers, and have a beautiful range of products such as albums and wall art at the studio available for purchase.",Cnr Flemington Rd & Windjana St,149.1492666,-35.2019534,4770,100
Mels Massage,Lyneham,Personal care,"Providing remedial, deep tissue, sports and relaxation massage treatments, our therapists tailor a massage treatment to suit your needs.",1/1 Riggall Pl,149.128215,-35.2415926,3460,75
Melted Toasted Sandwich Emporium,Fyshwick,Food and drinks,Toasties,U 2 3 Pirie St,149.1681197,-35.3334449,290,22
Men's Biz,Canberra,Personal care,Full-service men's barber with a large range of men's grooming products.,"Canberra Centre Shop DG21, Petrie Plaza",149.1332559,-35.2802271,2510,75
Merlin Mosaica,Calwell,Retail,"Supplier of glass, tools and supplies for the Australian Mosaic artist.

Stunning stained glass & mirror sheets, an unusual range of glass tiles & beads, and amazing ergonomic tools. If you’re hunting for something a bit special – just ask and we’ll try to find it.

ABSOLUTELY AUSTRALIAN, DEFINITELY DIFFERENT
",12/92 Casey Crescent,149.1170412,-35.4427701,5440,113
Metaphysica,Mitchell,Things to do,"Love escape rooms, puzzles, gaming or virtual reality? Metaphysica is an amazing experience that has all of this and more. Solve puzzles in unique and challenging ways, play with fire, electricity, gravity or time itself in an adventure you will never forget.
",30 Kemble Court,149.1399907,-35.2184411,710,18
Military Shop,Fyshwick,Retail,Military Shop is Australia’s first choice for military products – from Australian Defence Force uniform items to field gear and military collectibles. Military Shop has been trusted by members of the ADF and first responders for almost 30 years.,65 Kembla Street,149.1740246,-35.3232907,380,12
milk flower belconnen,Belconnen,Food and drinks,"Milk flower is a healthy drinks store, we serve mango drinking dessert and drinking yogurt, no additional sugar ,fresh fruits",Benjamin way,149.0676271,-35.2423054,1640,85
Milky Lonsdale Trading Proprietary Limited,Braddon,Food and drinks,"Juicy burgers and over-the-top desserts meet amazing cocktails in a one-of-a-kind iconic institution. Milky Lane’s been shaking up the burger scene since 2016, and won a legion of fans for our take on good times.",3/21 Lonsdale St,149.1324762,-35.2727395,670,23
Milligram ANU,Acton,Food and drinks,"We are a modern cafe not just serve food and coffee. We offer a lot of Asian fusion dishes. Come try our signature Karagee Chicken bowl, wagyu beef spaghetti, bake pork chop spaghetti in tomato sauce and more and more.",155-b6 univesity ave,149.1205097,-35.277667,570,35
Ming's Pantry Malaysian Street Food,Canberra,Food and drinks,At Ming's Pantry we offer Canberra's tastiest Malaysian food and Asian inspired dishes! If you want to try some authentic and delicious Malay food come to Ming's Pantry.,"G22, 45 West Row",149.1274805,-35.2784235,1330,67
Mings Restaurant Chinese and Malaysian,Phillip,Food and drinks,"Ming’s is a long standing restaurant in Phillip/Woden, serving the community with the best Malaysian and Chinese meals. Ming’s is open from Tuesdays to Sundays for dine-in or takeaways,

providing a menu full of modern choices the whole family will savour.",7-11 botany st,149.0863561,-35.3506544,2570,83
mini golf federation square,Nicholls,Things to do,mini golf federation square Canberra's newest professional built mini golf course.,shop 5a 18 o'hanlon place,149.085201,-35.190655,10,1
Mint rd cafe,Narrabundah,Food and drinks,"Local cafe serving quality coffee, snacks and light meals","Shop 4, 59 Boolimba Crescent",149.1537566,-35.3328842,10,1
Mirchi,Ngunnawal,Food and drinks,"One of the oldest Indian Restaurants in Gunghalin. Serving since 2008.
Home of authentic Indian dishes.
At Mirchi we try to serve delicious Indian food . Please call on 62419988 for booking/ takeaway or delivery.","Shop 10-11 ,4 riley close",149.1201416,-35.1741873,2820,77
Mirtsch Brero Pty Ltd,Belconnen,Food and drinks,"We are about more than just delicious, Mexican inspired food made with healthy ingredients. We are a way to feel good inside, by helping in our mission to stop world hunger, one meal at a time.

We are Feel Good Mex.

","Zambrero Belconnen, Shop 5, 102 Emu Bank",149.0713962,-35.2369836,30,3
MK Butcher,Dickson,Retail,New butcher shop located in Dickson. Fresh meat with good price.,235/6 CAPE ST,149.1370319,-35.2515734,11110,344
Molly,Canberra,Food and drinks,"The journey of finding Molly is half the fun and once you arrive you’ll be treated to Canberra’s most extensive selection of whisky, smooth live jazz plus so much more in an authentic 1920’s speakeasy setting.","Wooden Door, Odgers Lane",149.1284426,-35.2790606,1840,53
MOMENT CONCEPT TEA,Canberra,Food and drinks,"Originally started from Sydney. We provided you premium tea and fruit related drinks, using all fresh and local produced ingredients.",SHOP EG01B THE CANBERRA CENTRE. BUNDA ST - Postcode: 2601,149.1332559,-35.2802271,500,35
Mont Adventure Equipment,Fyshwick,Retail,"Mont is a Canberra-owned-and-operated adventure equipment company fiercely committed to better gear for the wild. We are Canberra's adventure gear experts with a huge range, helpful staff, and local adventure knowledge. Open seven days a week, plus free parking right outside.",18 Pirie St,149.1704072,-35.3258816,9620,213
mookie burger,City,Food and drinks,"burgers, fries, shakes, ice cream, frozen cocktail, beers, loaded fries",4a/21 Genge Street,149.1320518,-35.2770055,690,38
mookie burger Tuggeranong,Greenway,Food and drinks,"burgers, fries, shakes, ice cream, frozen cocktails, beers, loaded fries",13b 210 Anketell Street,149.0668468,-35.4163317,1640,68
Motherly Instincts,Fyshwick,Retail,"Motherly Instincts provides a wide range of high-quality maternity and breastfeeding clothing. We work hard to provide a calm and exciting environment for new mums and the wonderful existing mums!

Find us in our new contemporary and spacious shop at
3/52 Wollongong St., Fyshwick, ACT
",3/52 Wollongong Street,149.1798932,-35.3251886,1850,42
Mountain Strong Pty Ltd,Fyshwick,Things to do,"Canberra's only 24hr member access bouldering gym and outdoor sports training facility.
Climbing for all levels and abilities! Bouldering and climbing training as well as a full service strength gym, community events, professional coaching, school holiday programs and more.",66-68 Townsville Street,149.1824626,-35.3297909,1440,33
Mr warehouse,Mitchell,Food and drinks,"Mr warehouse
whole sale & Retail of cleaning supplies ,Household, Health care, Food Packaging and Grocery supply",2/84 Hoskins street,149.1389959,-35.2104611,6160,124
Mr.Papa - Peruvian Street Food,Fyshwick,Food and drinks,Mr.Papa - Peruvian Street Food,70 Barrier Street,149.1718654,-35.3280197,1020,44
Muay Tings,Fyshwick,Retail,Muay Tings is a retail supplier of Martial Arts equipment.,134 Gladstone Street,149.1826692,-35.3249916,100,2
Muay U,Fyshwick,Things to do,"Muay U Canberra is Canberra's home of Muay Thai with programs for the absolute beginner through to professional fighter. Whether to learn a new martial art, improve your fitness, lose weight, get stronger or step in the ring, we have something for you!","Level 1, 134 Gladstone Street",149.1826692,-35.3249916,120,3
Mudd The Spa,Barton,Personal care,"Mudd The Spa is an internationally acclaimed day spa located in Barton offering 5 relaxation suites, including a couples retreat, architecturally designed signature Vichy Shower and relaxation lounge. Mudd offers a full complement of spa services including sauna & steam room. Your sanctuary awaits..",18 National Cct,149.1329247,-35.3120799,4370,93
Mulligans Flat,Forde,Things to do,A night tour at Mulligans Flat Woodland Sanctuary is a unique experience to step back in time and experience the Australian bush as it was 100 years ago. At night things really come to life in the Sanctuary. Nocturnal animals awaken hungry and looking for food.,7/26 Francis Forde Blvd,149.1424881,-35.171666,130,4
Multi Yummy,City,Food and drinks,"We provide different areas selected foods. We are MULTI YUMMY.
Open till late night.","Shop 2 34 Marcus Clarke St, CITY 2601 ACT",149.1259097,-35.279378,770,32
Murrumbidgee Country Club,Kambah,Food and drinks,Golf Club with dining and bar facilities,161 Kambah Pool Rd,149.038432,-35.3855214,6010,122
My Cafe,Griffith,Food and drinks,"Cafe serving modern Australian cuisine .A[[ day breakfast, Lunch and afternoon tea. Fully licensed with vegan ,vegetarian and take away available.",1/22 Franklin street Manuka,149.1328657,-35.3200861,110,7
My mom's yangpyeong haejanggook,Dickson,Food and drinks,"My mom's kitchen brings you authentic Korean cuisine to Canberra.
Our recipes have been passed down from generation to generation, providing an authentic taste of Korea.

My mom's kitchen takes you through the nostalgic memories of homely and honest food.",28 challis st,149.1364235,-35.2493046,2410,81
My Rainbow-Dreams,Dickson,Food and drinks,"Vegetarian cafe run by students of meditation teacher Sri Chinmoy. Selection of homemade salads, burgers, bakes, curries, cakes and gelato. Fresh juices and smoothies our specialty.","G1B Dickson Chambers, 25-55 Dickson Place",149.1392721,-35.2502635,220,10
My value,Holt,Retail,"Local dollar shop at kippax shopping center,where you can find home wear and party,supplies,gardening, hardware beauty accessories,and stationery, novelty and more.",Shop1 48 Hardwick CRES,149.0199532,-35.2223388,1020,28
Naked Foods,Braddon,Food and drinks,"At Naked Foods Braddon we are passionate about health + only stock the best of what nature has to offer... and a few healthy treats! Many of our products are certified organic, products are sourced from where they grown naturally around the world and we stock a large range of Australian products.",Shop 60 30 Lonsdale St,149.1332323,-35.2717319,850,38
Nassis Snack Bar,Fyshwick,Food and drinks,"A small local takeaway with a variety of delicious fried goodies located at Paragon Mall. Come and try our favourites; potato scallop. Crispy on the outside and soft on the inside. We serve sandwiches, brekkies, coffee and many more.","7 Paragon Mall, Gladstone Street",149.173169,-35.32352,10,1
National Zoo & Aquarium,Weston Creek,Things to do,"Get up close and personal with some of the world's most amazing creatures at the National Zoo & Aquarium in Canberra.
From lions and tigers to giraffes and penguins and monkeys, the Zoo features a variety of native and exotic animals, as well as the largest inland saltwater tank in Australia.",999 Lady Denman Drive,149.0789177,-35.3103193,12240,261
Neutral Grounds,Belconnen,Food and drinks,"Neutral Grounds is a family owned and operated Cafe and Coffee wholesaler. Serving classic cafe style foods and speciality roasted coffee.

With over 15 years of wholesaling experience , we are well placed to support and deliver to your existing business or your coffee needs for home or the office",2-47 Nettlefold ST,149.0594735,-35.2423562,300,13
New York Nails Spa and Beauty,Woden,Personal care,"We provide beauty treatment: Nails, Lashes extension, Waxing, Nails, pedicure and manicure, body massage, facial.","Shop a27 Wesfield Woden, Bradley Street",149.0863137,-35.3452323,540,19
NewsXpress KippaxFair,Holt,Retail,"Newsagency, Range of gifts for all occasions from Ravensburger jigsaw, games, TY plush, scarves handbags and much more",shop 25-26 Hardwick Crescent,149.0193863,-35.2218013,170,4
NEZUKO PTY LTD,Braddon,Retail,"Gundam n Japanese anime figures 🤖 We are located @ Ori Ground floor shop63, 30 Lonsdale Street.👺
#animefigure
#bandaigundam
#canberratoys","Shop 63, 30 Lonsdale Street",149.133257,-35.27173,3900,109
Nicholls Chinese Food,Nicholls,Food and drinks,,"64 Kelleway Ave, Nicholls ACT 2913",149.0985291,-35.18334059,2050,61
Nicholls IGA Supermarket,Nicholls,Retail,IGA supermarket,88 kelleway ave,149.0985703,-35.1831529,2740,92
Nikki Cosmo,Canberra,Retail,"Our vision: To offer a unique service-oriented environment for women and men to discover the latest and most advanced skincare, make-up and fragrances from Asian. Access the ultimate editions of the best Japanese and Korean brands in global beauty.","Shop6,70 Bunda Street",149.1322478,-35.2779174,13330,324
NONO NAIL,Canberra,Personal care,"Canberra's first professional Nail Art & Beauty Salon, luxury nature eyelash extensions & lift. Nice Environment & Attentive Service for every customer.","Suite 6&7, Level 1 Bailey's Corner, 131-157 LONDON CIRCUIT",149.1311928,-35.2796703,1620,44
Noodle Castle,Banks,Food and drinks,"Chinese Takeaway shop in Banks.
Can dine in or takeaway!
",96 Pocket Avenue,149.0958971,-35.4725649,600,21
Noodle Choice,Dickson,Food and drinks,food takeaway,2/78 woolley street,149.1369842,-35.2509193,110,5
Nosh,Canberra,Food and drinks,"Popular Japanese-fusion casual dining spot with great vibes.
Nosh is inspired by their passion to pursue the pure pleasures of food. Handcrafted creations using the finest, fresh, locally-sourced and seasonal produce that hits the spot, every time.",FG07B 148 Bunda Street,149.1332559,-35.2802271,230,15
Nucy Thai Massage,Harrison,Retail,"Nucy Thai Massage provide remedial massage, Relaxation Massage, Deep Tissue Massage. We are provide Facial and Body Treatment also include HIFU and EmSculpt Pro burn fat and building muscle.",12 Cultivation St,149.1578445,-35.1960519,270,6
Number 1 Spicy Noodle,Gungahlin,Food and drinks,It is the best time to have a bowl of warm Malatang during this cold winter. Coming in and choose your own favourite ingredients.,"Shop12A, Gungahlin Village, 46-50 Hibberson Street",149.135972,-35.186322,2010,117
Nunie,Yarralumla,Retail,"We are a team of fashion lovers! We believe in great fashion with a point of difference and love dressing our clients that share a passion for great quality clothing.

We also specialise in unique and colourful giftware, stocking brands such as ANNA CHANDLER & MICHEL DESIGNS.",1/29 Bentham St,149.097446,-35.3073569,1420,29
O2 Hair,Canberra,Personal care,"O2 Hair estalisted on 2009, more than 10+years expericen. Offers a variety of services for men and women, including professional hair cutting and styling, coloring, foils, straightening and perm.",7/35 Childers Street,149.1252642,-35.2766469,6280,169
OfficeEssential Office National,Phillip,Retail,"All office needs include stationery, office furniture, office machines and ink toner cartridges plus printing service.",17 - 19 Altree Court,149.0868561,-35.3499296,520,15
